person_tmdbId,bio,born,bornIn,died,person_imdbId,name,person_poster,person_url
16938,"Renny Harlin born Lauri Mauritz Harjola, is a Finnish film director and producer, known for directing many action and horror movies.  Harlin, best known for directing Die Hard 2, is a 4-time nominee for the infamous Golden Raspberry Award for worst film directing.  He is, however, 86th on the list of highest grossing directors of all time (based on U. S.  domestic gross revenue)...",1959-03-15,"Riihimäki, Finland",,1317,Renny Harlin,https://image.tmdb.org/t/p/w440_and_h660_face/S9fYTvF1wHDiTYadR5MRrbcnot.jpg,https://themoviedb.org/person/16938
17141,"Gregory ""Greg"" Kinnear (born June 17, 1963) is an American actor and television personality, who first rose to stardom as the first host of E!'s Talk Soup.  He has appeared in more than 20 motion pictures.  Kinnear was nominated for an Academy Award for his role in As Good as It Gets. 

Description above from the Wikipedia article Greg Kinnear, licensed under CC-BY-SA, full list of contributors on Wikipedia...",1963-06-17,Logansport - Indiana - USA,,1427,Greg Kinnear,https://image.tmdb.org/t/p/w440_and_h660_face/iJezGc9XjY0DFPs00SypkuKImFK.jpg,https://themoviedb.org/person/17141
17167,"From Wikipedia, the free encyclopedia

Andy Tennant (born 1955) is an American screenwriter, film and television director, and dancer. 

Description above from the Wikipedia article Andy Tennant, licensed under CC-BY-SA, full list of contributors on Wikipedia...",1955-06-15,"Chicago, Illinois, USA",,855035,Andy Tennant,,https://themoviedb.org/person/17167
17477,Harriet Walter is a British film and television actress...,1950-09-24,"London, England, UK",,910040,Harriet Walter,https://image.tmdb.org/t/p/w440_and_h660_face/pMBIjsM2U5xPMJ09k5X7XQZspwn.jpg,https://themoviedb.org/person/17477
17764,"Charles Stanley Dutton (born January 30, 1951) is an American stage, film, and television actor and director.  He is perhaps best known for starring in the television series Roc (1991–1994) and House MD (as the father of Eric Foreman).  Description above from the Wikipedia article Charles S.  Dutton, licensed under CC-BY-SA, full list of contributors on Wikipedia...",1951-01-30,"Baltimore, Maryland, USA",,1165,Charles S. Dutton,https://image.tmdb.org/t/p/w440_and_h660_face/zX8lrPMMC6Uh1ZrNkcrvempl02X.jpg,https://themoviedb.org/person/17764
18069,"From Wikipedia, the free encyclopedia. 

Brian Gibson (22 September 1944 — 4 January 2004) was an English film director. 

Born in Reading, Berkshire, he studied Natural Sciences at St.  Catharine's College, Cambridge graduating with an upper-second, and then History of Science at Darwin College, Cambridge.  He intended to become a doctor, but became interested in journalism and edited Granta, the Cambridge University magazine...",1944-09-22,"London, England, UK",2004-01-04,1270,Brian Gibson,,https://themoviedb.org/person/18069
18277,"Sandra Annette Bullock (born July 26, 1964) is an American actress and producer.  She rose to fame in the 1990s with roles in films such as Demolition Man (1993), Speed (1994), The Net (1995), While You Were Sleeping (1995), A Time to Kill (1996), and Hope Floats (1998).  In the new millennium, Bullock starred in Miss Congeniality (2000), Two Weeks Notice (2002), The Lake House (2006), and the critically acclaimed Crash (2004)...",1964-07-26,"Arlington County, Virginia, USA",,113,Sandra Bullock,https://image.tmdb.org/t/p/w440_and_h660_face/5pyso6iXs4nGz55tCOU6AfmPspZ.jpg,https://themoviedb.org/person/18277
18284,"Loretta Devine was born on August 21, 1949 in Houston, Texas.  She graduated from the University of Houston in 1971 with a Bachelor of Arts in Speech and Drama and BrandeisUniversity in 1976 with a MFA in Theater.  Devine is a member of The Epsilon Lambda Chapter of the Alpha Kappa Alpha Sorority.  She began her career on Broadway starring in Dreamgirls.  Minor roles for Devine followed in films such as Little Nikita (1988) and Stanley &amp; Iris (1990)...",1949-08-21,"Houston, Texas, USA",,222643,Loretta Devine,https://image.tmdb.org/t/p/w440_and_h660_face/29h4c21HpwHJk4q0kj7ymSflDnB.jpg,https://themoviedb.org/person/18284
18291,"Larenz Tate (born September 8, 1975) is an American film and television actor.  Tate was born on the west side of Chicago, Illinois.  He is the youngest of three siblings whose family moved to California when he was nine years old.  Convinced by their parents to enter a drama program at the Inner City Cultural Center, the trio did not take the lessons seriously until classmate Malcolm-Jamal Warner's ascent to fame after being cast on the sitcom The Cosby Show...",1975-09-08,"Chicago, Illinois, USA",,5478,Larenz Tate,https://image.tmdb.org/t/p/w440_and_h660_face/gkmf4YRm6TI5Guu9LjQIOxIoQvC.jpg,https://themoviedb.org/person/18291
18356,"From Wikipedia, the free encyclopedia.   Stephen Robert Herek (born November 10, 1958) is an American film director. 

Herek was born in San Antonio, Texas.  He attended the University of Texas at Austin.  His career as film director took off in 1986 with Critters followed by Bill and Ted's Excellent Adventure where he worked with Keanu Reeves in 1989.  He directed Don't Tell Mom the Babysitter's Dead in 1991, followed by The Mighty Ducks in 1992, The Three Musketeers in 1993, Mr...",1958-11-10,"San Antonio, Texas, USA",,378893,Stephen Herek,https://image.tmdb.org/t/p/w440_and_h660_face/ni2MxgHBvzzYj9OzHpQ3yHkar79.jpg,https://themoviedb.org/person/18356
18357,"Peter Hewitt (b.  October, 9 1962, Brighton, England, United Kingdom) is an English film director and writer, known for Garfield (2004) (credited as Pete Hewitt), Thunderpants (2002), Bill & Ted's Bogus Journey (1991) and The Candy Show (1989).   Upon graduating from England's National Film and Television School in 1990, Hewitt flew to Hollywood with his BAFTA award-winning short film, The Candy Show, in hand.  Once there, he called executives from major U. S...",1962-10-09,"Brighton, England, UK",,382072,Peter Hewitt,,https://themoviedb.org/person/18357
18686,"Holly Hunter (born March 20, 1958) is an American actress.  For her performance as Ada McGrath in the 1993 drama film The Piano, she won the Academy Award, BAFTA Award, Golden Globe Award, and Cannes Film Festival Award for Best Actress.  She was also nominated for the Academy Award for Best Actress for Broadcast News (1987), and the Academy Award for Best Supporting Actress for The Firm (1993) and again for Thirteen (2003)...",1958-03-20,"Conyers, Georgia, USA",,456,Holly Hunter,https://image.tmdb.org/t/p/w440_and_h660_face/oNoFAi0AQXDP68tv7c7t5WjYioy.jpg,https://themoviedb.org/person/18686
18687,"From Wikipedia, the free encyclopedia. 

William West McNamara (born March 31, 1965) is an American actor. 

Description above from the Wikipedia article William McNamara, licensed under CC-BY-SA, full list of contributors on Wikipedia...",1965-03-31,"Dallas, Texas, USA",,1530,William McNamara,https://image.tmdb.org/t/p/w440_and_h660_face/yhDt7oJLDBXZQk7zL7munAyC8Xb.jpg,https://themoviedb.org/person/18687
18792,"Delroy Lindo is an English director, writer and actor for stage and screen, best known for his film roles as West Indian Archie in Spike Lee's ""Malcolm X"", Catlett in ""Get Shorty"", Detective Castlebeck in ""Gone in 60 Seconds"", and Woody Carmichael in ""Crooklyn""...",1952-11-18,"Eltham, London, England, UK",,5148,Delroy Lindo,https://image.tmdb.org/t/p/w440_and_h660_face/kLwUBBmEIdchrLqwsYzgLB2B6q5.jpg,https://themoviedb.org/person/18792
19304,"John Richard Schlesinger, CBE, was an English film and stage director, and actor.  He won an Academy Award for Best Director for Midnight Cowboy, and was nominated for two other films (Darling and Sunday Bloody Sunday). 

Schlesinger was born in London, into a middle class Jewish family.  His acting career began in the 1950s and consisted of supporting roles in British films and television productions...",1926-02-16,"London, England, UK",2003-07-25,772259,John Schlesinger,https://image.tmdb.org/t/p/w440_and_h660_face/pN9COwowU7v7dmslrPpQrjNRBBJ.jpg,https://themoviedb.org/person/19304
19739,"From Wikipedia, the free encyclopedia. 

Al Freeman, Jr. , M. Ed.  (born Albert Cornelius Freeman, Jr.  on March 21, 1934, in San Antonio, Texas) is an African-American actor and director. 

Freeman has made appearances in many films, such as My Sweet Charlie, Finian's Rainbow, and Malcolm X, and television series such as The Cosby Show, Law &amp; Order, Homicide: Life on the Street and The Edge of Night...",1934-03-21,"San Antonio, Texas,  United States",2012-09-09,293272,Al Freeman Jr.,https://image.tmdb.org/t/p/w440_and_h660_face/qLnfxKvvbjDRtFHDgGS1U9KC9SO.jpg,https://themoviedb.org/person/19739
20212,"Dermot Mulroney (born October 31, 1963) is an American actor, musician, and voice actor.  He is best known for his roles in romantic comedy, western, and drama films...",1963-10-31,"Alexandria, Virginia, USA",,551,Dermot Mulroney,https://image.tmdb.org/t/p/w440_and_h660_face/5gJszOF45KMPB5tmAbKdK0qgQBx.jpg,https://themoviedb.org/person/20212
20767,Samantha Mathis is an American film and television actress...,1970-05-12,"Brooklyn, New York, USA",,526,Samantha Mathis,https://image.tmdb.org/t/p/w440_and_h660_face/8lcxFGgEdvDcaNYGsmRSB6oEUQG.jpg,https://themoviedb.org/person/20767
21063,"Pamela Adlon (née Segall; born July 9, 1966) is an American actress, screenwriter, producer, and director.  She voiced Bobby Hill on the animated comedy series King of the Hill (1997–2010), for which she won a Primetime Emmy Award, Ashley Spinelli on the animated comedy series Recess (1997–2003), and the title character from the Pajama Sam video game series...",1966-07-09,"New York City, New York, USA",,781899,Pamela Adlon,https://image.tmdb.org/t/p/w440_and_h660_face/7PsF3jhObVSgNrWUWYNiOAFCoDX.jpg,https://themoviedb.org/person/21063
21104,"Glenne Aimee Headly (born March 13, 1955 -June 8, 2017) was an American actress of film, stage and television. 

Description above from the Wikipedia article Glenne Headly, licensed under CC-BY-SA, full list of contributors on Wikipedia...",1955-03-13,"New London, Connecticut, USA",2017-06-08,444,Glenne Headly,https://image.tmdb.org/t/p/w440_and_h660_face/v1uqgxYG3grfF7s7sky8B9oufzP.jpg,https://themoviedb.org/person/21104
21105,,1948-07-12,"Kermit, Texas, USA",2017-08-24,858988,Jay Thomas,https://image.tmdb.org/t/p/w440_and_h660_face/daWSrAYJtCi2qiwq6BYZfiUWVIY.jpg,https://themoviedb.org/person/21105
21365,,1988-03-24,"New York, USA",,153733,Courtney Chase,,https://themoviedb.org/person/21365
21561,"From Wikipedia, the free encyclopedia

Tim Matheson (born Timothy Lewis Matthieson; December 31, 1947) is an American actor, director and producer.  He is perhaps best known for his portrayal of the smooth-talking Eric 'Otter' Stratton in the 1978 comedy Animal House and has had a variety of other well-known roles, including providing the voice of the lead character in the cartoon TV program Jonny Quest...",1947-12-31,"Glendale, California, USA",,1513,Tim Matheson,https://image.tmdb.org/t/p/w440_and_h660_face/trZ4QaDidCOPNy7HK9cYnmKHkg9.jpg,https://themoviedb.org/person/21561
21879,"From Wikipedia, the free encyclopedia.   

Simon Wells (born 1961 in Cambridge, England) is a British director and one of the employees who worked for Amblimation.  He is the great grandson of H.  G.  Wells. 

Wells started his career at Richard Williams Animation, he worked as supervising animator for Robert Zemeckis's Who Framed Roger Rabbit.  He later contributed with Zemeckis on Back to the Future Part II, and Back to the Future Part III...",1961-01-01,"Cambridge, England",,920425,Simon Wells,https://image.tmdb.org/t/p/w440_and_h660_face/1p3DWHCJ8XzfvYRgxlhPnLDAeDy.jpg,https://themoviedb.org/person/21879
21967,,,,,332489,Samuel Gould,,https://themoviedb.org/person/21967
22137,"Elsa Viveca Torstensdotter Lindfors was a Swedish stage and screen actress, writer and director.  She was brought to Hollywood in 1946 by Warner Brothers in the hope that she would become a new Greta Garbo or Ingrid Bergman.  Viveca Lindfors appeared in almost 150 feature films and television productions...",1920-12-29,"Uppsala, Uppsala län, Sweden",1995-10-25,511798,Viveca Lindfors,https://image.tmdb.org/t/p/w440_and_h660_face/imttItGZIiYM9sYamQp6LwX8lVR.jpg,https://themoviedb.org/person/22137
22226,"Paul Stephen Rudd (born April 6, 1969) is an American actor, comedian, writer, and producer.  He studied theatre at the University of Kansas and the British American Drama Academy, before making his acting debut in 1992 with NBC's drama series Sisters...",1969-04-06,"Passaic, New Jersey, USA",,748620,Paul Rudd,https://image.tmdb.org/t/p/w440_and_h660_face/8eTtJ7XVXY0BnEeUaSiTAraTIXd.jpg,https://themoviedb.org/person/22226
23213,"From Wikipedia, the free encyclopedia.   

Harold Becker (born September 25, 1928) is American film director and producer from New York. 

Description above from the Wikipedia article Harold Becker, licensed under CC-BY-SA, full list of contributors on Wikipedia...",1950-01-01,"New York City, New York, USA",,887,Harold Becker,https://image.tmdb.org/t/p/w440_and_h660_face/85vazdTmXssntKCJG5iMi6L9Kaq.jpg,https://themoviedb.org/person/23213
23893,"From Wikipedia, the free encyclopedia.   

George de la Peña (b.  1955 or 1956) is an American ballet dancer, musical theatre performer, choreographer, actor, and teacher.  He was born in New York City, New York, U. S. 

Originally trained as a concert pianist, de la Peña switched to ballet while studying at the High School for the Performing Arts in New York City.  He graduated from George Balanchine’s School of American Ballet...",1955-12-09,"New York City, New York, USA",,209340,George De La Pena,,https://themoviedb.org/person/23893
23931,"From Wikipedia, the free encyclopedia. 

Mira Katherine Sorvino (born September 28, 1967) is an American actress.  She won the Academy Award for Best Supporting Actress for her performance in Mighty Aphrodite (1995) and is also known for her role as Romy White in Romy and Michele's High School Reunion...",1967-09-28,"Tenafly, New Jersey, USA",,227,Mira Sorvino,https://image.tmdb.org/t/p/w440_and_h660_face/nThgMCWdMpNgjGmHQrKMUAYKoQa.jpg,https://themoviedb.org/person/23931
23970,Denise Dowse is an actress and director...,1958-02-21,Honolulu - Hawaii - USA,,236225,Denise Dowse,,https://themoviedb.org/person/23970
24045,"Joseph Leonard Gordon-Levitt (born February 17, 1981) is an American actor whose career as both a child and adult has included television series and theatrical films.  He is known for his roles in the 2009 indie (500) Days of Summer and Christopher Nolan's sci-fi Inception.  The former earned him a Golden Globe nomination.  Beginning in commercials as a young child he made his film debut in 1992's Beethoven...",1981-02-17,"Los Angeles, California, USA",,330687,Joseph Gordon-Levitt,https://image.tmdb.org/t/p/w440_and_h660_face/dhv9f3AaozOjpvjAwVzOWlmmT2V.jpg,https://themoviedb.org/person/24045
